learning rate: 0.001
momentum: 0.9
batch size: 64
train Loss: 0.032879143953323364 	Acc: 0.22078
train Loss: 0.01063656248152256 	Acc: 0.76922

val Loss: 0.008077911101281643 	Acc: 0.8251

train Loss: 0.01062582153826952 	Acc: 0.7691

val Loss: 0.008343586698174477 	Acc: 0.8206

train Loss: 0.010606072843074799 	Acc: 0.77202

val Loss: 0.008062885142862797 	Acc: 0.8246

train Loss: 0.010492615401744843 	Acc: 0.77154

val Loss: 0.008138714358210564 	Acc: 0.8229

train Loss: 0.010367208160459995 	Acc: 0.77484

val Loss: 0.007921358570456505 	Acc: 0.8259

train Loss: 0.010407689958810806 	Acc: 0.77412

val Loss: 0.008021783083677292 	Acc: 0.8277

train Loss: 0.010210913605988026 	Acc: 0.77836

val Loss: 0.007964869029819965 	Acc: 0.8265

train Loss: 0.010105517692863941 	Acc: 0.78008

val Loss: 0.007916183210909367 	Acc: 0.8306

train Loss: 0.01007651723921299 	Acc: 0.78156

val Loss: 0.007855436764657497 	Acc: 0.8296

train Loss: 0.009958595037460327 	Acc: 0.78344

val Loss: 0.007792451418936253 	Acc: 0.8291

train Loss: 0.009981322102248669 	Acc: 0.78288

val Loss: 0.00787448137998581 	Acc: 0.8304

train Loss: 0.009914019145071507 	Acc: 0.78436

val Loss: 0.007724936585873365 	Acc: 0.8308

train Loss: 0.0097808251157403 	Acc: 0.7876

val Loss: 0.007815511897206306 	Acc: 0.8316

train Loss: 0.00973886251449585 	Acc: 0.78996

val Loss: 0.007893391884863377 	Acc: 0.8298

train Loss: 0.009671499021351337 	Acc: 0.7899

val Loss: 0.007720748893916607 	Acc: 0.8336

train Loss: 0.009585505351424217 	Acc: 0.7917

val Loss: 0.007531684823334217 	Acc: 0.8374

train Loss: 0.009508487768471241 	Acc: 0.79516

val Loss: 0.007616057991981506 	Acc: 0.8355

train Loss: 0.009547371417284012 	Acc: 0.79294

val Loss: 0.007584528997540474 	Acc: 0.8344

train Loss: 0.00941388588398695 	Acc: 0.79548

val Loss: 0.007517229299992323 	Acc: 0.8388

train Loss: 0.009342873468995094 	Acc: 0.79772

val Loss: 0.007520454004406929 	Acc: 0.8336

train Loss: 0.009372357279062271 	Acc: 0.79628

val Loss: 0.007577970623970032 	Acc: 0.8375

train Loss: 0.009197484701871872 	Acc: 0.80234

val Loss: 0.00749405799433589 	Acc: 0.8396

train Loss: 0.009246138855814934 	Acc: 0.7992

val Loss: 0.007359085604548454 	Acc: 0.841

train Loss: 0.009162935428321362 	Acc: 0.79934

val Loss: 0.007528356742113829 	Acc: 0.8347

train Loss: 0.00911381933838129 	Acc: 0.80224

val Loss: 0.007347208447754383 	Acc: 0.8391

train Loss: 0.009061231277883053 	Acc: 0.80434

val Loss: 0.007324486970901489 	Acc: 0.8403

train Loss: 0.009011968038976192 	Acc: 0.8045

val Loss: 0.007460199762135744 	Acc: 0.8386

train Loss: 0.008990944363176823 	Acc: 0.80562

val Loss: 0.007427238393574953 	Acc: 0.8402

train Loss: 0.008825317956507206 	Acc: 0.80894

val Loss: 0.0072975666262209415 	Acc: 0.842

train Loss: 0.008810847997665405 	Acc: 0.8097

val Loss: 0.007479699328541756 	Acc: 0.8395

train Loss: 0.008769501931965351 	Acc: 0.8085

val Loss: 0.00736658088862896 	Acc: 0.8381

train Loss: 0.00872778706252575 	Acc: 0.81148

val Loss: 0.007352509070187807 	Acc: 0.8412

train Loss: 0.00866712536662817 	Acc: 0.81112

val Loss: 0.007306009531021118 	Acc: 0.8428

train Loss: 0.008585922420024872 	Acc: 0.81426

val Loss: 0.00732765719294548 	Acc: 0.8421

train Loss: 0.00856210570782423 	Acc: 0.81408

val Loss: 0.007272243965417147 	Acc: 0.8436

train Loss: 0.008472328074276447 	Acc: 0.81532

val Loss: 0.007410140708088875 	Acc: 0.842

train Loss: 0.008463207632303238 	Acc: 0.81622

val Loss: 0.007226639427244663 	Acc: 0.8434

train Loss: 0.00840621069073677 	Acc: 0.81922

val Loss: 0.007344144396483898 	Acc: 0.8431

train Loss: 0.00837529357522726 	Acc: 0.81876

val Loss: 0.007199639920145273 	Acc: 0.8466

train Loss: 0.008306840434670448 	Acc: 0.81786

val Loss: 0.0071584745310246944 	Acc: 0.8469

train Loss: 0.008235092274844646 	Acc: 0.82106

val Loss: 0.007440906949341297 	Acc: 0.8439

train Loss: 0.008376965299248695 	Acc: 0.81924

val Loss: 0.007247547153383493 	Acc: 0.8472

train Loss: 0.008243977092206478 	Acc: 0.82088

val Loss: 0.007104041986167431 	Acc: 0.8477

train Loss: 0.008189858868718147 	Acc: 0.8222

val Loss: 0.007123168557882309 	Acc: 0.8476

train Loss: 0.008122335188090801 	Acc: 0.8236

val Loss: 0.007127784658223391 	Acc: 0.8491

train Loss: 0.008136535994708538 	Acc: 0.82308

val Loss: 0.007251881994307041 	Acc: 0.8469

train Loss: 0.008071095682680607 	Acc: 0.82366

val Loss: 0.007098003290593624 	Acc: 0.8473

train Loss: 0.008018742315471172 	Acc: 0.82728

val Loss: 0.007046471815556288 	Acc: 0.8497

train Loss: 0.008010261692106724 	Acc: 0.82596

val Loss: 0.0071082524955272675 	Acc: 0.8464

train Loss: 0.00794724840670824 	Acc: 0.82736

val Loss: 0.007128427736461163 	Acc: 0.8489

train Loss: 0.007962536066770554 	Acc: 0.82626

val Loss: 0.007169699762016535 	Acc: 0.8466

train Loss: 0.00785610917955637 	Acc: 0.83008

val Loss: 0.007128294091671705 	Acc: 0.8472

train Loss: 0.007864508777856827 	Acc: 0.82924

val Loss: 0.0071038189344108105 	Acc: 0.8468

train Loss: 0.007791568525135517 	Acc: 0.82838

val Loss: 0.007057128939777613 	Acc: 0.8471

train Loss: 0.007712839171290398 	Acc: 0.83292

val Loss: 0.006981417536735535 	Acc: 0.849

train Loss: 0.007682247087359428 	Acc: 0.83396

val Loss: 0.006980137433856726 	Acc: 0.851

train Loss: 0.007654935587197542 	Acc: 0.832

val Loss: 0.00717428931966424 	Acc: 0.8481

